단계,유형,type,단계_순서,힌트내용
6,F,본문제,3,"하민이는 10분에 4송이를 만드므로 1분에는 4÷10송이를 만들어요. 민수는 12분에 6송이를 만드므로 1분에는 6÷12송이를 만들어요. 
두 사람이 [RED: x]분 동안 만든 꽃의 개수는 각각 여기에 [RED: x]를 곱해서 나타내보세요."
6,F,본문제,4,"처음에 하민이는 16송이, 민수는 12송이를 가지고 있어요. [RED: x]분 동안 하민이가 만든 꽃은 2/5×[RED: x], 민수가 만든 꽃은 1/2×[RED: x]송이예요.

처음 가지고 있던 꽃에 [RED: x]분 동안 만든 꽃을 각각 더하면, 두 사람의 꽃의 개수가 같아요. 이를 이용하여 식을 만들어보세요."
6,F,본문제,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
6,F,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,F,유사문제1,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
6,F,유사문제1,3,"서연이는 10분에 별 5개를 만드므로 1분에는 5÷10개를 만들어요. 민재는 12분에 별 4개를 만드므로 1분에는 4÷12개를 만들어요. 
두 사람이 [RED: x]분 동안 만든 별의 개수는 각각 여기에 [RED: x]를 곱해서 나타내보세요."
6,F,유사문제1,4,"처음에 서연이는 별 12개, 민재는 18개를 가지고 있어요. [RED: x]분 동안 서연이가 만든 별은 1/2×[RED: x], 민재가 만든 별은 1/3×[RED: x]개예요.

처음 가지고 있던 별에 [RED: x]분 동안 만든 별을 각각 더하면, 두 사람의 별의 개수가 같아요. 이를 이용하여 식을 만들어보세요."
6,F,유사문제1,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
6,G,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,G,본문제,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
6,G,본문제,3,"‘정가 = 원가 + 원가의 10%’이므로, [RED: x]에 [RED: x]의 10%를 더해서 나타내보세요."
6,G,본문제,4,상품의 정가 1.1[RED: x]원에서 400원을 할인했으므로 판매가는 1.1[RED: x]-400원이에요. 1000원의 이익이 생겼다는 것은 판매가가 원가 [RED: x]원보다 1000원 더 많아요. 이를 이용하여 식을 만들어보세요.
6,G,본문제,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
6,G,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,G,유사문제1,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
6,G,유사문제1,3,"‘정가 = 원가 + 원가의 20%’이므로, [RED: x]에 [RED: x]의 20%를 더해서 나타내보세요."
6,G,유사문제1,4,상품의 정가 1.2[RED: x]원에서 500원을 할인했으므로 판매가는 1.2[RED: x]-500원이에요. 1500원의 이익이 생겼다는 것은 판매가가 원가 [RED: x]원보다 1500원 더 많아요. 이를 이용하여 식을 만들어보세요.
6,G,유사문제1,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
