단계,유형,type,문제 텍스트,1/6문제,1/6정답,1/6선택정답,2/6문제,2/6정답,3/6문제,3/6정답,4/6문제,4/6정답,5/6문제,5/6-step1문제,5/6-step1정답,step5_1_training,5/6-step2문제,5/6-step2정답,step5_2_training,5/6-step3문제,5/6-step3정답,step5_3_training,6/6문제,6/6정답,keyword
5,E,본문제,"전체 학생의 1/4은 지역 A에, 전체 학생의 1/5은 지역 B에, 전체 학생의 3/10은 지역 C에, 나머지 5명은 지역 D에 살고 있다. 전체 학생 중 지역 C에 살고 있는 학생수를 구하시오.","구해야하는 것은 무엇인가요?
① 전체 학생수
② 지역 A에 살고 있는 학생수
③ 지역 B에 살고 있는 학생수
④ 지역 C에 살고 있는 학생수",지역 C에 살고 있는 학생수,④,무엇을 x로 정했나요?,전체 학생수,"""전체 학생수를 x라 할때, 지역 A, 지역 B, 지역 C에 살고 있는 학생수"" 를 각각 x를 사용한 식으로 표현해보자
① 지역 A에 살고 있는 학생수
② 지역 B에 살고 있는 학생수
③ 지역 C에 살고 있는 학생수","(1/4)x,(1/5)x,(3/10)x","""A, B, C, D 지역에 살고 있는 학생수를 모두 더하면 전체 학생수이다"" 를 식으로 표현해 보자",(1/4)x+(1/5)x+(3/10)x+5=x,4단계에서 세운 방정식을 풀어봅시다.,[ (1/4)x+(1/5)x+(3/10)x+5=x ] 이 식에서 양변에 적당한 수를 곱하여 소수나 분수를 정수로 만들어 보세요,5x+4x+6x+100=20x,clear_fraction,"[ 5x+4x+6x+100=20x ] 이 식에서 좌변에는 x항을 모으고, 우변에는 상수항을 모아 정리해 보세요",5x=100,"move_term,combine_like_terms",[ 5x=100 ] 이 식에서 x값을 구하면 얼마인가요?,x=20,divide_coefficient,전체 학생 중 지역 C에 살고 있는 학생수는 몇 명인가요?,6명,인구
5,E,유사문제1,"전체 학생의 1/3은 지역 A에, 전체 학생의 1/4은 지역 B에, 전체 학생의 1/6은 지역 C에, 나머지 6명은 지역 D에 살고 있다. 전체 학생 중 지역 C에 살고 있는 학생수를 구하시오.","구해야하는 것은 무엇인가요?
① 전체 학생수
② 지역 C에 살고 있는 학생수
③ 지역 B에 살고 있는 학생수
④ 지역 A에 살고 있는 학생수",지역 C에 살고 있는 학생수,②,무엇을 x로 정했나요?,전체 학생수,"""전체 학생수를 x라 할때, 지역 A, 지역 B, 지역 C에 살고 있는 학생수"" 를 각각 x를 사용한 식으로 표현해보자
① 지역 A에 살고 있는 학생수
② 지역 B에 살고 있는 학생수
③ 지역 C에 살고 있는 학생수","(1/3)x,(1/4)x,(1/6)x","""A, B, C, D 지역에 살고 있는 학생수를 모두 더하면 전체 학생수이다"" 를 식으로 표현해 보자",(1/3)x+(1/4)x+(1/6)x+6=x,4단계에서 세운 방정식을 풀어봅시다.,[ (1/3)x+(1/4)x+(1/6)x+6=x ] 이 식에서 양변에 적당한 수를 곱하여 소수나 분수를 정수로 만들어 보세요,4x+3x+2x+72=12x,clear_fraction,"[ 4x+3x+2x+72=12x ] 이 식에서 좌변에는 x항을 모으고, 우변에는 상수항을 모아 정리해 보세요",3x=72,"move_term,combine_like_terms",[ 3x=72 ] 이 식에서 x값을 구하면 얼마인가요?,x=24,divide_coefficient,전체 학생 중 지역 C에 살고 있는 학생수는 몇 명인가요?,4명,인구
6,A,본문제,"지호와 세은이는 둘레의 길이가 1km인 원 모양의 산책로를 걸으려고 한다. 같은 지점에서 같은 방향으로 동시에 출발하여 지호는 분속 80m로 걷고, 세은이는 분속 60m로 걸을 때, 두 사람은 출발한 지 몇 분 후에 처음으로 다시 만나는지 구하시오.","구해야하는 것은 무엇인가요?
① 지호가 걸은 거리
② 세은이가 걸은 거리
③ 두 사람이 만날때 까지 걸은 거리
④ 두 사람이 출발 후 처음으로 다시 만날때 까지 걸린 시간",두 사람이 출발 후 처음으로 다시 만날때 까지 걸린 시간,④,무엇을 x로 정했나요?,두 사람이 출발 후 처음으로 다시 만날때 까지 걸린 시간,"""두 사람이 출발 후 다시 만나는 데 걸린 시간을 x분이라 할때, 지호와 세은이가 걸은 거리"" 를 각각 x를 사용한 식으로 표현해보자
① 지호가 걸은 거리
② 세은이가 걸은 거리","80x,60x","""두 사람이 같은 지점에서 같은 방향으로 동시에 출발하여 걷다가 다시 만나다"" 를 식으로 표현해 보자",80x=60x+1000,4단계에서 세운 방정식을 풀어봅시다.,"[ 80x=60x+1000 ] 이 식에서 좌변에는 x항을 모으고, 우변에는 상수항을 모아 정리해 보세요",20x=1000,"move_term,combine_like_terms",[ 20x=1000 ] 이 식에서 x값을 구하면 얼마인가요?,x=50,divide_coefficient,skip,skip,skip,두 사람은 출발한 지 몇 분 후에 처음으로 다시 만나는가요?,50분,운명
6,A,유사문제1,"도윤이와 서아는 둘레의 길이가 900m인 원 모양의 산책로를 걸으려고 한다. 같은 지점에서 같은 방향으로 동시에 출발하여 도윤이는 분속 90m로 걷고, 서아는 분속 60m로 걸을 때, 두 사람은 출발한 지 몇 분 후에 처음으로 다시 만나는지 구하시오.","구해야하는 것은 무엇인가요?
① 도윤이가 걸은 거리
② 서아가 걸은 거리
③ 두 사람이 출발 후 처음으로 다시 만날때 까지 걸린 시간
④ 두 사람이 만날때 까지 걸은 거리",두 사람이 출발 후 처음으로 다시 만날때 까지 걸린 시간,③,무엇을 x로 정했나요?,두 사람이 출발 후 처음으로 다시 만날때 까지 걸린 시간,"""두 사람이 출발 후 다시 만나는 데 걸린 시간을 x분이라 할때, 도윤이와 서아가 걸은 거리"" 를 각각 x를 사용한 식으로 표현해보자
① 도윤이가 걸은 거리
② 서아가 걸은 거리","90x,60x","""두 사람이 같은 지점에서 같은 방향으로 동시에 출발하여 걷다가 다시 만나다"" 를 식으로 표현해 보자",90x=60x+900,4단계에서 세운 방정식을 풀어봅시다.,"[ 90x=60x+900 ] 이 식에서 좌변에는 x항을 모으고, 우변에는 상수항을 모아 정리해 보세요",30x=900,"move_term,combine_like_terms",[ 30x=900 ] 이 식에서 x값을 구하면 얼마인가요?,x=30,divide_coefficient,skip,skip,skip,두 사람은 출발한 지 몇 분 후에 처음으로 다시 만나는가요?,30분,운명
6,B,본문제,"현주와 진수네 집 사이의 거리는 2.4km이다. 현주는 분속 70m, 진수는 분속 50m로 각자의 집에서 상대방의 집을 향하여 동시에 출발하였다. 두 사람은 출발한지 몇 분 후에 만나는지 구하시오.","구해야하는 것은 무엇인가요?
① 두 사람이 만날때 까지 걸은 거리
② 두 사람이 만날때 까지 걸린 시간
③ 현주가 걸은 거리
④ 진수가 걸은 거리",두 사람이 만날때 까지 걸린 시간,②,무엇을 x로 정했나요?,두 사람이 만날때 까지 걸린 시간,"""두 사람이 만날때 까지 걸린 시간을 x분이라 할때, 현주와 진수가 걸은 거리"" 를 각각 x를 사용한 식으로 표현해보자
① 현주가 걸은 거리
② 진수가 걸은 거리","70x,50x","""두 사람이 상대방 집을 향하여 동시에 출발 후 걷다가 만났다"" 를 식으로 표현해 보자",70x+50x=2400,4단계에서 세운 방정식을 풀어봅시다.,[ 70x+50x=2400 ] 이 식에서 동류항끼리 정리해 보세요,120x=2400,combine_like_terms,[ 120x=2400 ] 이 식에서 x값을 구하면 얼마인가요?,x=20,divide_coefficient,skip,skip,skip,두 사람은 출발한지 몇 분 후에 만나는가요?,20분,만남
6,B,유사문제1,"유나와 지훈이네 집 사이의 거리는 1.8km이다. 유나는 분속 70m, 지훈이는 분속 50m로 각자의 집에서 상대방의 집을 향하여 동시에 출발하였다. 두 사람은 출발한지 몇 분 후에 만나는지 구하시오.","구해야하는 것은 무엇인가요?
① 유나가 걸은 거리
② 지훈이가 걸은 거리
③ 두 사람이 만날때 까지 걸린 시간
④ 두 사람이 만날때 까지 걸은 거리",두 사람이 만날때 까지 걸린 시간,③,무엇을 x로 정했나요?,두 사람이 만날때 까지 걸린 시간,"""두 사람이 만날때 까지 걸린 시간을 x분이라 할때, 유나와 지훈이가 걸은 거리"" 를 각각 x를 사용한 식으로 표현해보자
① 유나가 걸은 거리
② 지훈이가 걸은 거리","70x,50x","""두 사람이 상대방 집을 향하여 동시에 출발 후 걷다가 만났다"" 를 식으로 표현해 보자",70x+50x=1800,4단계에서 세운 방정식을 풀어봅시다.,[ 70x+50x=1800 ] 이 식에서 동류항끼리 정리해 보세요,120x=1800,combine_like_terms,[ 120x=1800 ] 이 식에서 x값을 구하면 얼마인가요?,x=15,divide_coefficient,skip,skip,skip,두 사람은 출발한지 몇 분 후에 만나는가요?,15분,만남
6,C,본문제,"일정한 속력으로 달리는 기차가 길이 480m의 터널에 진입해서 완전히 빠져나가는 데 36초가 걸리고, 길이 120m의 다리에 진입해서 완전히 빠져나가는 데 12초가 걸린다고 한다. 기차의 길이를 구하시오.","구해야하는 것은 무엇인가요?
① 기차가 터널을 통과할때 걸린 시간
② 기차가 다리를 통과할때 걸린 시간
③ 기차의 속력
④ 기차의 길이",기차의 길이,④,무엇을 x로 정했나요?,기차의 길이,"""기차의 길이를 x m라 할 때, 터널과 다리를 완전히 빠져나갈때 기차의 속력(초속)"" 을 각각 x를 사용한 식으로 표현해보자
① 터널을 완전히 빠져나갈때 기차의 속력(초속)
② 다리를 완전히 빠져나갈때 기차의 속력(초속)","(x+480)/36,(x+120)/12","""기차는 터널과 다리를 통과하는 동안 일정한 속력으로 달린다"" 를 식으로 표현해 보자",(x+480)/36=(x+120)/12,4단계에서 세운 방정식을 풀어봅시다.,[ (x+480)/36=(x+120)/12 ] 이 식에서 양변에 적당한 수를 곱하여 소수나 분수를 정수로 만들어 보세요,x+480=3(x+120),clear_fraction,[ x+480=3(x+120) ] 이 식에서 괄호를 풀고 동류항끼리 정리해보세요,2x=120,"distributive,combine_like_terms",[ 2x=120 ] 이 식에서 x값을 구하면 얼마인가요?,x=60,divide_coefficient,기차의 길이는 몇 m인가요?,60m,기차
6,C,유사문제1,"일정한 속력으로 달리는 기차가 길이 500m의 터널에 진입해서 완전히 빠져나가는 데 35초가 걸리고, 길이 140m의 다리에 진입해서 완전히 빠져나가는 데 15초가 걸린다고 한다. 기차의 길이를 구하시오.","구해야하는 것은 무엇인가요?
① 기차의 속력
② 기차의 길이
③ 기차가 다리를 통과할때 걸린 시간
④ 기차가 터널을 통과할때 걸린 시간",기차의 길이,②,무엇을 x로 정했나요?,기차의 길이,"""기차의 길이를 x m라 할 때, 터널과 다리를 완전히 빠져나갈때 기차의 속력(초속)"" 을 각각 x를 사용한 식으로 표현해보자
① 터널을 완전히 빠져나갈때 기차의 속력(초속)
② 다리를 완전히 빠져나갈때 기차의 속력(초속)","(x+500)/35,(x+140)/15","""기차는 터널과 다리를 통과하는 동안 일정한 속력으로 달린다"" 를 식으로 표현해 보자",(x+500)/35=(x+140)/15,4단계에서 세운 방정식을 풀어봅시다.,[ (x+500)/35=(x+140)/15 ] 이 식에서 양변에 적당한 수를 곱하여 소수나 분수를 정수로 만들어 보세요,3(x+500)=7(x+140),clear_fraction,[ 3(x+500)=7(x+140) ] 이 식에서 괄호를 풀고 동류항끼리 정리해보세요,4x=520,"distributive,combine_like_terms",[ 4x=520 ] 이 식에서 x값을 구하면 얼마인가요?,x=130,divide_coefficient,기차의 길이는 몇 m인가요?,130m,기차
6,D,본문제,"어느 중학교의 작년 학생수는 400명이고, 올해는 작년에 비하여 4명이 증가하였다. 올해 남학생 수는 작년 남학생 수에 비해 5% 증가하고, 올해 여학생 수는 작년 여학생 수에 비해 3% 감소하였을 때, 올해 남학생 수를 구하시오.","구해야하는 것은 무엇인가요?
① 작년 여학생 수
② 작년 남학생 수
③ 올해 여학생 수
④ 올해 남학생 수",올해 남학생 수,④,무엇을 x로 정했나요?,작년 남학생 수,"""작년 남학생 수를 x라 할 때, 작년 여학생 수"" 를 x를 사용한 식으로 표현해보자",400-x,"""작년에 비하여 올해 남학생수는 5%증가, 여학생수는 3% 감소하여 전체 4명 증가하였다"" 를 식으로 표현해 보자",0.05x-0.03(400-x)=4,4단계에서 세운 방정식을 풀어봅시다.,[ 0.05x-0.03(400-x)=4 ] 이 식에서 양변에 적당한 수를 곱하여 소수나 분수를 정수로 만들어 보세요,5x-3(400-x)=400,clear_fraction,[ 5x-3(400-x)=400 ] 이 식에서 괄호를 풀고 동류항끼리 정리해보세요,8x-1200=400,"distributive,combine_like_terms","[ 8x-1200=400 ] 이 식에서 좌변에는 x항을 모으고, 우변에는 상수항을 모아 정리한 다음 x값을 구하면 얼마인가요?",x=200,"move_term,divide_coefficient",올해 남학생은 몇 명인가요?,210명,학교
6,D,유사문제1,"어느 중학교의 작년 학생수는 500명이고, 올해는 작년에 비하여 10명이 증가하였다. 올해 남학생 수는 작년 남학생 수에 비해 6% 증가하고, 올해 여학생 수는 작년 여학생 수에 비해 2% 감소하였을 때, 올해 남학생 수를 구하시오.","구해야하는 것은 무엇인가요?
① 올해 여학생 수
② 올해 남학생 수
③ 작년 여학생 수
④ 작년 남학생 수",올해 남학생 수,②,무엇을 x로 정했나요?,작년 남학생 수,"""작년 남학생 수를 x라 할 때, 작년 여학생 수"" 를 x를 사용한 식으로 표현해보자",500-x,"""작년에 비하여 올해 남학생수는 6%증가, 여학생수는 2% 감소하여 전체 10명 증가했다"" 를 식으로 표현해보자",0.06x-0.02(500-x)=10,4단계에서 세운 방정식을 풀어봅시다.,[ 0.06x-0.02(500-x)=10 ] 이 식에서 양변에 적당한 수를 곱하여 소수나 분수를 정수로 만들어 보세요,6x-2(500-x)=1000,clear_fraction,[ 6x-2(500-x)=1000 ] 이 식에서 괄호를 풀고 동류항끼리 정리해보세요,8x-1000=1000,"distributive,combine_like_terms","[ 8x-1000=1000 ] 이 식에서 좌변에는 x항을 모으고, 우변에는 상수항을 모아 정리한 다음 x값을 구하면 얼마인가요?",x=250,"move_term,divide_coefficient",올해 남학생 수는 몇 명인가요?,265명,학교
6,E,본문제,"어떤 일을 완성하는데 은지는 12일, 미희는 18일 걸린다고 한다. 은지가 며칠 동안 일을 하다가 쉬고 미희가 그 일을 완성하였다. 미희가 은지보다 3일을 더 일하였다면 은지는 며칠 동안 일하였는지 구하시오. (단, 일의 양은 1이다)","구해야하는 것은 무엇인가요?
① 은지가 일 한 날 수
② 미희가 일 한 날 수
③ 은지가 일을 쉰 날 수 
④ 은지와 미희가 같이 일 한 날 수 ",은지가 일 한 날 수,①,무엇을 x로 정했나요?,은지가 일 한 날 수,"""은지가 일 한 날 수를 x라 할 때, 미희가 일 한 날 수"" 를 x를 사용한 식으로 표현해보자",x+3,"""은지가 며칠 동안 일을 하다가 쉬고 미희가 은지보다 3일을 더 일하여 그 일을 완성하였다"" 를 식으로 표현해 보자",(1/12)x+(1/18)(x+3)=1,4단계에서 세운 방정식을 풀어봅시다.,[ (1/12)x+(1/18)(x+3)=1 ] 이 식에서 양변에 적당한 수를 곱하여 소수나 분수를 정수로 만들어 보세요,3x+2(x+3)=36,clear_fraction,[ 3x+2(x+3)=36 ] 이 식에서 괄호를 풀고 동류항끼리 정리해보세요,5x+6=36,"distributive,combine_like_terms","[ 5x+6=36 ] 이 식에서 좌변에는 x항을 모으고, 우변에는 상수항을 모아 정리한 다음 x값을 구하면 얼마인가요?",x=6,"move_term,divide_coefficient",은지는 며칠 동안 일하였는가요?,6일,아르바이트
6,E,유사문제1,"어떤 일을 완성하는데 수진이는 10일, 민지는 15일 걸린다고 한다. 수진이가 며칠 동안 일을 하다가 쉬고 민지가 그 일을 완성하였다. 민지가 수진이보다 5일을 더 일하였다면 수진이는 며칠 동안 일하였는지 구하시오. (단, 일의 양은 1이다)","구해야하는 것은 무엇인가요?
① 민지가 일 한 날 수
② 수진이가 일 한 날 수
③ 수진이가 일을 쉰 날 수 
④ 수진이와 민지가 같이 일 한 날 수",수진이가 일 한 날 수,②,무엇을 x로 정했나요?,수진이가 일 한 날 수,"""수진이가 일 한 날 수를 x라 할 때, 민지가 일한 날 수"" 를 x를 사용한 식으로 표현해보자",x+5,"""수진이가 며칠 동안 일을 하다가 쉬고 민지가 수진이보다 5일을 더 일하여 그 일을 완성하였다"" 를 식으로 표현해 보자",(1/10)x+(1/15)(x+5)=1,4단계에서 세운 방정식을 풀어봅시다.,[ (1/10)x+(1/15)(x+5)=1 ] 이 식에서 양변에 적당한 수를 곱하여 소수나 분수를 정수로 만들어 보세요,3x+2(x+5)=30,clear_fraction,[ 3x+2(x+5)=30 ] 이 식에서 괄호를 풀고 동류항끼리 정리해보세요,5x+10=30,"distributive,combine_like_terms","[ 5x+10=30 ] 이 식에서 좌변에는 x항을 모으고, 우변에는 상수항을 모아 정리한 다음 x값을 구하면 얼마인가요?",x=4,"move_term,divide_coefficient",수진이는 며칠 동안 일하였는가요?,4일,아르바이트
6,F,본문제,"하민이와 민수는 종이를 접어 꽃을 만들기로 하였다. 하민이는 10분에 꽃 4송이를, 민수는 12분에 꽃 6송이를 만들 수 있다. 하민이와 민수가 집에서 각각 꽃 16송이와 12송이를 미리 만들어 와서 동시에 꽃을 만들기 시작하였다. 두 사람의 꽃의 개수가 같아지는 것은 꽃을 만들기 시작한 지 몇 분 후인지 구하시오.","구해야하는 것은 무엇인가요?
① 꽃 한송이를 만드는데 걸린 시간
② 두 사람의 꽃의 개수가 같아질때 까지 걸린 시간
③ 하민이가 만든 꽃의 개수
④ 민수가 만든 꽃의 개수",두 사람의 꽃의 개수가 같아질때 까지 걸린 시간,②,무엇을 x로 정했나요?,두 사람의 꽃의 개수가 같아질때 까지 걸린 시간,"""두 사람의 꽃의 개수가 같아지는데 걸린 시간을 x분이라 할 때, x분 동안 하민이와 민수가 동시에 만든 꽃의 개수"" 를 각각 x를 사용한 식으로 표현해보자
① 하민이가 만든 꽃의 개수
② 민수가 만든 꽃의 개수","(2/5)x,(1/2)x","""두 사람의 꽃의 개수가 같아진다"" 를 식으로 표현해 보자",16+(2/5)x=12+(1/2)x,4단계에서 세운 방정식을 풀어봅시다.,[ 16+(2/5)x=12+(1/2)x ] 이 식에서 양변에 적당한 수를 곱하여 소수나 분수를 정수로 만들어 보세요,160+4x=120+5x,clear_fraction,"[ 160+4x=120+5x ] 이 식에서 좌변에는 x항을 모으고, 우변에는 상수항을 모아 정리한 다음 x값을 구하면 얼마인가요?",x=40,"move_term,combine_like_terms",skip,skip,skip,두 사람의 꽃의 개수가 같아지는 것은 꽃을 만들기 시작한 지 몇 분 후인가요?,40분,취미
6,F,유사문제1,"서연이와 민재는 종이를 접어 별을 만들기로 하였다. 서연이는 10분에 별 5개를, 민재는 12분에 별 4개를 만들 수 있다. 서연이와 민재가 각각 별 12개와 18개를 미리 만들어 와서 동시에 별을 만들기 시작하였다. 두 사람의 별의 개수가 같아지는 것은 별을 만들기 시작한 지 몇 분 후인지 구하시오.","구해야하는 것은 무엇인가요?
① 별 한 개를 만드는데 걸린 시간
② 서연이가 만든 별의 개수
③ 민재가 만든 별의 개수
④ 두 사람의 별의 개수가 같아질때 까지 걸린 시간",두 사람의 별의 개수가 같아질때 까지 걸린 시간,④,무엇을 x로 정했나요?,두 사람의 별의 개수가 같아질때 까지 걸린 시간,"""두 사람의 별의 개수가 같아지는데 걸린 시간을 x분이라 할 때, x분 동안 서연이와 민재가 동시에 만든 별의 개수"" 를 각각 x를 사용한 식으로 표현해보자
① 서연이가 만든 별의 개수
② 민재가 만든 별의 개수","(1/2)x,(1/3)x","""두 사람의 별 개수가 같아진다"" 를 식으로 표현해보자",12+(1/2)x=18+(1/3)x,4단계에서 세운 방정식을 풀어봅시다.,[ 12+(1/2)x=18+(1/3)x ] 이 식에서 양변에 적당한 수를 곱하여 소수나 분수를 정수로 만들어 보세요,72+3x=108+2x,clear_fraction,"[ 72+3x=108+2x ] 이 식에서 좌변에는 x항을 모으고, 우변에는 상수항을 모아 정리한 다음 x값을 구하면 얼마인가요?",x=36,"move_term,combine_like_terms",skip,skip,skip,두 사람의 별의 개수가 같아지는 것은 별을 만들기 시작한 지 몇 분 후인가요?,36분,취미
6,G,본문제,원가에 10%의 이익을 붙여 정가를 정한 상품이 팔리지 않아 정가에서 400원을 할인하여 팔았더니 1000원의 이익이 생겼다. 이 상품의 원가를 구하시오.,"구해야하는 것은 무엇인가요?
① 상품의 판매가
② 상품의 정가
③ 상품의 원가
④ 상품을 판매하고 얻은 이익",상품의 원가,③,무엇을 x로 정했나요?,상품의 원가,"""상품의 원가를 x원이라 할 때, 상품의 정가"" 를 x를 사용한 식으로 표현해보자",1.1x,"""정가에서 400원을 할인하여 팔았더니 1000원의 이익이 생겼다"" 를 식으로 표현해 보자",1.1x-400=x+1000,4단계에서 세운 방정식을 풀어봅시다.,[ 1.1x-400=x+1000 ] 이 식에서 양변에 적당한 수를 곱하여 소수나 분수를 정수로 만들어 보세요,11x-4000=10x+10000,clear_fraction,"[ 11x-4000=10x+10000 ] 이 식에서 좌변에는 x항을 모으고, 우변에는 상수항을 모아 정리한 다음 x값을 구하면 얼마인가요?",x=14000,"move_term,combine_like_terms",skip,skip,skip,이 상품의 원가는 얼마인가요?,14000원,쇼핑
6,G,유사문제1,원가에 20%의 이익을 붙여 정가를 정한 상품이 팔리지 않아 정가에서 500원을 할인하여 팔았더니 1500원의 이익이 생겼다. 이 상품의 원가를 구하시오.,"구해야하는 것은 무엇인가요?
① 상품을 판매하고 얻은 이익
② 상품의 판매가
③ 상품의 정가
④ 상품의 원가",상품의 원가,④,무엇을 x로 정했나요?,상품의 원가,"""상품의 원가를 x원이라 할 때, 상품의 정가"" 를 x를 사용한 식으로 표현해보자",1.2x,"""정가에서 500원을 할인하여 팔았더니 1500원의 이익이 생겼다"" 를 식으로 표현해보자",1.2x-500=x+1500,4단계에서 세운 방정식을 풀어봅시다.,[ 1.2x-500=x+1500 ] 이 식에서 양변에 적당한 수를 곱하여 소수나 분수를 정수로 만들어 보세요,12x-5000=10x+15000,clear_fraction,"[ 12x-5000=10x+15000 ] 이 식에서 좌변에는 x항을 모으고, 우변에는 상수항을 모아 정리해 보세요",2x=20000,"move_term,combine_like_terms",[ 2x=20000 ] 이 식에서 x값을 구하면 얼마인가요?,x=10000,divide_coefficient,이 상품의 원가는 얼마인가요?,10000원,쇼핑
