단계,유형,type,문제 텍스트,1/6문제,1/6정답,1/6선택정답,2/6문제,2/6정답,3/6문제,3/6정답,4/6문제,4/6정답,5/6문제,5/6정답,6/6문제,6/6정답,keyword,problemPrinciple,problemStrategy
5,E,유사문제1,"전체 학생의 1/3은 지역 A에, 전체 학생의 1/4은 지역 B에, 전체 학생의 1/6은 지역 C에, 나머지 6명은 지역 D에 살고 있다. 전체 학생 중 지역 C에 살고 있는 학생 수를 구하시오.","구해야하는 것은 무엇인가요?
① 전체 학생 수
② 지역 C에 살고 있는 학생 수
③ 지역 B에 살고 있는 학생 수
④ 지역 A에 살고 있는 학생 수",지역 C에 살고 있는 학생 수,②,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,전체 학생 수,"전체 학생 수가 x명일 때, “지역 A에 사는 학생 수”, “지역 B에 사는 학생 수”, “지역 C에 사는 학생 수”를 각각 x를 사용한 식으로 표현해보자. (답 3개)
① 지역 A에 사는 학생 수
② 지역 B에 사는 학생 수
③ 지역 C에 사는 학생 수","(1/3)x,
(1/4)x,
(1/6)x","""지역 A의 학생 수((1/3)x), 지역 B의 학생 수((1/4)x), 지역 C의 학생 수((1/6)x), 지역 D의 학생 수(6명)를 모두 더하면 전체 학생 수(x명)와 같다."" 이를 방정식으로 표현해보자.",(1/3)x+(1/4)x+(1/6)x+6=x,4단계에서 세운 방정식의 해를 구해봅시다.,x=24,5단계에서 구한 x의 값은 전체 학생 수입니다. 지역 C에는 전체 학생의 1/6이 살고 있습니다. 지역 C에 사는 학생 수를 구해봅시다.,4명,인구,비율,"전체 학생의 1/3 은 ""1/3 × 전체 학생 수"" 이다"
6,A,본문제,"지호와 세은이는 둘레의 길이가 1km인 원 모양의 산책로를 걸으려고 한다. 같은 지점에서 같은 방향으로 동시에 출발하여 지호는 분속 80m로 걷고, 세은이는 분속 60m로 걸을 때, 두 사람은 출발한 지 몇 분 후에 처음으로 다시 만나는지 구하시오.","구해야하는 것은 무엇인가요?
① 지호가 걸은 거리
② 세은이가 걸은 거리
③ 두 사람이 만날 때까지 걸은 거리
④ 두 사람이 출발 후 처음으로 다시 만날 때까지 걸린 시간",두 사람이 출발 후 처음으로 다시 만날 때까지 걸린 시간,④,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,두 사람이 출발 후 처음으로 다시 만날 때까지 걸린 시간,"두 사람이 다시 만나는 데 걸린 시간이 x분일 때, “분속 80 m로 걷는 지호가 걸은 거리”와 “분속 60 m로 걷는 세은이가 걸은 거리”를 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 분속 80 m로 걷는 지호가 걸은 거리
② 분속 60 m로 걷는 세은이가 걸은 거리","80x,
60x","""지호가 세은이보다 빨리 걷기 때문에, 지호가 걸은 거리(80x)가 세은이가 걸은 거리(60x)보다 산책로 한 바퀴의 길이(1 km)만큼 더 길어질 때 두 사람은 처음으로 다시 만난다."" 이를 방정식으로 표현해보자.",80x=60x+1000,4단계에서 세운 방정식의 해를 구해봅시다.,x=50,두 사람은 출발한 지 몇 분 후에 처음으로 다시 만나나요?,50분,운명,"거리, 시간, 속력의 관계","""거리 = 시간 × 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
6,A,유사문제1,"도윤이와 서아는 둘레의 길이가 900m인 원 모양의 산책로를 걸으려고 한다. 같은 지점에서 같은 방향으로 동시에 출발하여 도윤이는 분속 90m로 걷고, 서아는 분속 60m로 걸을 때, 두 사람은 출발한 지 몇 분 후에 처음으로 다시 만나는지 구하시오.","구해야하는 것은 무엇인가요?
① 도윤이가 걸은 거리
② 서아가 걸은 거리
③ 두 사람이 출발 후 처음으로 다시 만날 때까지 걸린 시간
④ 두 사람이 만날 때까지 걸은 거리",두 사람이 출발 후 처음으로 다시 만날 때까지 걸린 시간,③,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,두 사람이 출발 후 처음으로 다시 만날 때까지 걸린 시간,"두 사람이 다시 만나는 데 걸린 시간이 x분일 때, “분속 90 m로 걷는 도윤이가 걸은 거리”와 “분속 60 m로 걷는 서아가 걸은 거리”를 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 분속 90 m로 걷는 도윤이가 걸은 거리
② 분속 60 m로 걷는 서아가 걸은 거리","90x,
60x","""도윤이가 서아보다 빨리 걷기 때문에, 도윤이가 걸은 거리(90x)가 서아가 걸은 거리(60x)보다 산책로 한 바퀴의 길이(900 m)만큼 더 길어질 때 두 사람은 처음으로 다시 만난다."" 이를 방정식으로 표현해보자.",90x=60x+900,4단계에서 세운 방정식의 해를 구해봅시다.,x=30,두 사람은 출발한 지 몇 분 후에 처음으로 다시 만나나요?,30분,운명,"거리, 시간, 속력의 관계","""거리 = 시간 × 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
6,B,본문제,"현주와 진수네 집 사이의 거리는 2.4km이다. 현주는 분속 70m, 진수는 분속 50m로 각자의 집에서 상대방의 집을 향하여 동시에 출발하였다. 두 사람은 출발한 지 몇 분 후에 만나는지 구하시오.","구해야하는 것은 무엇인가요?
① 두 사람이 만날 때까지 걸은 거리
② 두 사람이 만날 때까지 걸린 시간
③ 현주가 걸은 거리
④ 진수가 걸은 거리",두 사람이 만날 때까지 걸린 시간,②,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,두 사람이 만날 때까지 걸린 시간,"두 사람이 만나는 데 걸린 시간이 x분일 때, “분속 70 m로 걷는 현주가 걸은 거리”와 “분속 50 m로 걷는 진수가 걸은 거리”를 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 분속 70 m로 걷는 현주가 걸은 거리
② 분속 50 m로 걷는 진수가 걸은 거리","70x,
50x","""현주와 진수는 서로 마주 보며 걷다가 만나므로, 현주가 걸은 거리(70x)와 진수가 걸은 거리(50x)를 합하면 두 집 사이의 거리 2.4 km와 같다."" 이를 방정식으로 표현해보자.",70x+50x=2400,4단계에서 세운 방정식의 해를 구해봅시다.,x=20,두 사람은 출발한 지 몇 분 후에 만나나요?,20분,만남,"거리, 시간, 속력의 관계","""거리 = 시간 × 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
6,B,유사문제1,"유나와 지훈이네 집 사이의 거리는 1.8km이다. 유나는 분속 70m, 지훈이는 분속 50m로 각자의 집에서 상대방의 집을 향하여 동시에 출발하였다. 두 사람은 출발한 지 몇 분 후에 만나는지 구하시오.","구해야하는 것은 무엇인가요?
① 유나가 걸은 거리
② 지훈이가 걸은 거리
③ 두 사람이 만날 때까지 걸린 시간
④ 두 사람이 만날 때까지 걸은 거리",두 사람이 만날 때까지 걸린 시간,③,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,두 사람이 만날 때까지 걸린 시간,"두 사람이 만나는 데 걸린 시간이 x분일 때, “분속 70 m로 걷는 유나가 걸은 거리”와 “분속 50 m로 걷는 지훈이가 걸은 거리”를 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 분속 70 m로 걷는 유나가 걸은 거리
② 분속 50 m로 걷는 지훈이가 걸은 거리","70x,
50x","""유나와 지훈이는 서로 마주 보며 걷다가 만나므로, 유나가 걸은 거리(70x)와 지훈이가 걸은 거리(50x)를 합하면 두 집 사이의 거리 1.8 km와 같다."" 이를 방정식으로 표현해보자.",70x+50x=1800,4단계에서 세운 방정식의 해를 구해봅시다.,x=15,두 사람은 출발한 지 몇 분 후에 만나나요?,15분,만남,"거리, 시간, 속력의 관계","""거리 = 시간 × 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
6,C,본문제,"일정한 속력으로 달리는 기차가 길이 480m의 터널에 진입해서 완전히 빠져나가는 데 36초가 걸리고, 길이 120m의 다리에 진입해서 완전히 빠져나가는 데 12초가 걸린다고 한다. 기차의 길이를 구하시오.","구해야하는 것은 무엇인가요?
① 기차가 터널을 통과할때 걸린 시간
② 기차가 다리를 통과할때 걸린 시간
③ 기차의 속력
④ 기차의 길이",기차의 길이,④,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,기차의 길이,"기차의 길이가 x m일 때, “길이 480 m인 터널을 36초 동안 완전히 빠져나갈 때의 기차 속력”과 “길이 120 m인 다리를 12초 동안 완전히 빠져나갈 때의 기차 속력”을 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 길이 480 m인 터널을 36초 동안 완전히 빠져나갈때 기차의 속력
② 길이 120 m인 다리를 12초 동안 완전히 빠져나갈때 기차의 속력","(x+480)/36,
(x+120)/12","""터널을 완전히 빠져나갈 때의 기차 속력((x+480)/36)과 다리를 완전히 빠져나갈 때의 기차 속력((x+120)/12)은 같다."" 이를 방정식으로 표현해보자.",(x+480)/36=(x+120)/12,4단계에서 세운 방정식의 해를 구해봅시다.,x=60,기차의 길이는 몇 m인가요?,60m,기차,"거리, 시간, 속력의 관계","""속력 = 거리 ÷ 시간"" 관계를 생각하고 표나 그림으로 정리해보자"
6,C,유사문제1,"일정한 속력으로 달리는 기차가 길이 500m의 터널에 진입해서 완전히 빠져나가는 데 35초가 걸리고, 길이 140m의 다리에 진입해서 완전히 빠져나가는 데 15초가 걸린다고 한다. 기차의 길이를 구하시오.","구해야하는 것은 무엇인가요?
① 기차의 속력
② 기차의 길이
③ 기차가 다리를 통과할때 걸린 시간
④ 기차가 터널을 통과할때 걸린 시간",기차의 길이,②,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,기차의 길이,"기차의 길이가 x m일 때, “길이 500 m인 터널을 35초 동안 완전히 빠져나갈 때의 기차 속력”과 “길이 140 m인 다리를 15초 동안 완전히 빠져나갈 때의 기차 속력”을 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 길이 500 m인 터널을 35초 동안 완전히 빠져나갈 때의 기차 속력
② 길이 140 m인 다리를 15초 동안 완전히 빠져나갈 때의 기차 속력","(x+500)/35,
(x+140)/15","""터널을 완전히 빠져나갈 때의 기차 속력((x+500)/35)과 다리를 완전히 빠져나갈 때의 기차 속력((x+140)/15)은 같다."" 이를 방정식으로 표현해보자.",(x+500)/35=(x+140)/15,4단계에서 세운 방정식의 해를 구해봅시다.,x=130,기차의 길이는 몇 m인가요?,130m,기차,"거리, 시간, 속력의 관계","""속력 = 거리 ÷ 시간"" 관계를 생각하고 표나 그림으로 정리해보자"
6,D,본문제,"어느 중학교의 작년 학생 수는 400명이고, 올해는 작년에 비하여 4명이 증가하였다. 올해 남학생 수는 작년 남학생 수에 비해 5% 증가하고, 올해 여학생 수는 작년 여학생 수에 비해 3% 감소하였을 때, 올해 남학생 수를 구하시오.","구해야하는 것은 무엇인가요?
① 작년 여학생 수
② 작년 남학생 수
③ 올해 여학생 수
④ 올해 남학생 수",올해 남학생 수,④,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,작년 남학생 수,"""작년 전체 학생 수가 400명이고 작년 남학생 수가 x명""일 때, 다음을 각각 x를 사용한 식으로 표현해보자. (답 3개)
① 작년 여학생 수
② 작년보다 늘어난 남학생은 작년 남학생 수의 5%입니다. 늘어난 남학생 수
③ 작년보다 줄어든 여학생은 작년 여학생 수의 3%입니다. 줄어든 여학생 수","400-x,
0.05x,
0.03(400-x)","""작년보다 늘어난 남학생 수는 0.05x명이고, 작년보다 줄어든 여학생 수는 0.03(400-x)명이며, 전체 학생 수는 작년보다 4명 늘어났다."" 이를 방정식으로 표현해보자.",0.05x-0.03(400-x)=4,4단계에서 세운 방정식의 해를 구해봅시다.,x=200,5단계에서 구한 x의 값은 작년 남학생 수입니다. 올해 남학생 수는 작년 남학생 수보다 5% 증가했습니다. 작년 남학생 수와 증가한 남학생 수를 더하여 올해 남학생 수를 구해봅시다.,210명,학교,"비율, 증가, 감소","작년에 비해 5% 증가한 학생 수는 ""작년 학생 수 × 0.05"" 명 이다"
6,D,유사문제1,"어느 중학교의 작년 학생 수는 500명이고, 올해는 작년에 비하여 10명이 증가하였다. 올해 남학생 수는 작년 남학생 수에 비해 6% 증가하고, 올해 여학생 수는 작년 여학생 수에 비해 2% 감소하였을 때, 올해 남학생 수를 구하시오.","구해야하는 것은 무엇인가요?
① 올해 여학생 수
② 올해 남학생 수
③ 작년 여학생 수
④ 작년 남학생 수",올해 남학생 수,②,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,작년 남학생 수,"""작년 전체 학생 수가 500명이고 작년 남학생 수가 x명""일 때, 다음을 각각 x를 사용한 식으로 표현해보자. (답 3개)
① 작년 여학생 수
② 작년보다 늘어난 남학생은 작년 남학생 수의 6%입니다. 늘어난 남학생 수
③ 작년보다 줄어든 여학생은 작년 여학생 수의 2%입니다. 줄어든 여학생 수","500-x,
0.06x,
0.02(500-x)","""작년보다 늘어난 남학생 수는 0.06x명이고, 작년보다 줄어든 여학생 수는 0.02(500-x)명이며, 전체 학생 수는 작년보다 10명 늘어났다."" 이를 방정식으로 표현해보자.",0.06x-0.02(500-x)=10,4단계에서 세운 방정식의 해를 구해봅시다.,x=250,5단계에서 구한 x의 값은 작년 남학생 수입니다. 올해 남학생 수는 작년 남학생 수보다 6% 증가했습니다. 작년 남학생 수와 증가한 남학생 수를 더하여 올해 남학생 수를 구해봅시다.,265명,학교,"비율, 증가, 감소","작년에 비해 6% 증가한 학생 수는 ""작년 학생 수 × 0.06"" 명 이다"
6,E,본문제,"어떤 일을 완성하는데 은지는 12일, 미희는 18일 걸린다고 한다. 은지가 며칠 동안 일을 하다가 쉬고 미희가 그 일을 완성하였다. 미희가 은지보다 3일을 더 일하였다면 은지는 며칠 동안 일하였는지 구하시오. (단, 일의 양은 1이다)","구해야하는 것은 무엇인가요?
① 은지가 일한 날 수
② 미희가 일한 날 수
③ 은지가 일을 쉰 날 수 
④ 은지와 미희가 같이 일한 날 수 ",은지가 일한 날 수,①,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,은지가 일한 날 수,"""전체 일의 양이 1이고, 은지는 혼자 일하면 12일, 미희는 혼자 일하면 18일 만에 일을 완성합니다."" 다음을 각각 구해보자. (답 2개)
① 은지가 하루에 할 수 있는 일의 양
② 미희가 하루에 할 수 있는 일의 양","1/12,
1/18","""은지가 일한 날 수는 x일이고 미희는 은지보다 3일 더 일하였다. 은지가 한 일의 양과 미희가 한 일의 양을 더하면 전체 일의 양 1이 된다."" 이를 방정식으로 표현해보자.",(1/12)x+(1/18)(x+3)=1,4단계에서 세운 방정식의 해를 구해봅시다.,x=6,은지는 며칠 동안 일하였나요?,6일,아르바이트,전체를 '1'로 보는 문제,"일을 완성하는데 12일 걸리면 하루에 하는 일의 양은 ""1/12"" 이다"
6,E,유사문제1,"어떤 일을 완성하는데 수진이는 10일, 민지는 15일 걸린다고 한다. 수진이가 며칠 동안 일을 하다가 쉬고 민지가 그 일을 완성하였다. 민지가 수진이보다 5일을 더 일하였다면 수진이는 며칠 동안 일하였는지 구하시오. (단, 일의 양은 1이다)","구해야하는 것은 무엇인가요?
① 민지가 일한 날 수
② 수진이가 일한 날 수
③ 수진이가 일을 쉰 날 수 
④ 수진이와 민지가 같이 일한 날 수",수진이가 일한 날 수,②,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,수진이가 일한 날 수,"""전체 일의 양이 1이고, 수진이는 혼자 일하면 10일, 민지는 혼자 일하면 15일 만에 일을 완성합니다. 다음을 각각 구해보자. (답 2개)
① 수진이가 하루에 할 수 있는 일의 양
② 민지가 하루에 할 수 있는 일의 양","1/10,
1/15","""수진이가 일한 날 수는 x일이고 민지는 수진이보다 5일 더 일하였다. 수진이가 한 일의 양과 민지가 한 일의 양을 더하면 전체 일의 양 1이 된다."" 이를 방정식으로 표현해보자.",(1/10)x+(1/15)(x+5)=1,4단계에서 세운 방정식의 해를 구해봅시다.,x=4,수진이는 며칠 동안 일하였나요?,4일,아르바이트,전체를 '1'로 보는 문제,"일을 완성하는데 10일 걸리면 하루에 하는 일의 양은 ""1/10"" 이다"
6,F,본문제,"하민이와 민수는 종이를 접어 꽃을 만들기로 하였다. 하민이는 10분에 꽃 4송이를, 민수는 12분에 꽃 6송이를 만들 수 있다. 하민이와 민수가 집에서 각각 꽃 16송이와 12송이를 미리 만들어 와서 동시에 꽃을 만들기 시작하였다. 두 사람의 꽃의 개수가 같아지는 것은 꽃을 만들기 시작한 지 몇 분 후인지 구하시오.","구해야하는 것은 무엇인가요?
① 꽃 한 송이를 만드는 데 걸린 시간
② 두 사람의 꽃의 개수가 같아질 때까지 걸린 시간
③ 하민이가 만든 꽃의 개수
④ 민수가 만든 꽃의 개수",두 사람의 꽃의 개수가 같아질 때까지 걸린 시간,②,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,두 사람의 꽃의 개수가 같아질 때까지 걸린 시간,"두 사람의 꽃 개수가 같아지는 데 걸린 시간이 x분이고, 하민이는 10분에 4송이, 민수는 12분에 6송이를 만들 때, “x분 동안 하민이가 만든 꽃의 개수”와 “x분 동안 민수가 만든 꽃의 개수”를 각각 x를 사용한 식으로 표현해보자. (답 2개)
① x분 동안 하민이가 만든 꽃의 개수
② x분 동안 민수가 만든 꽃의 개수","(2/5)x,(1/2)x","""하민이는 처음에 16송이, 민수는 12송이를 가지고 있다. x분 동안 하민이가 만든 꽃의 개수((2/5)x)와 민수가 만든 꽃의 개수((1/2)x)를 각각 더하면 두 사람의 꽃의 개수가 같아진다."" 이를 방정식으로 표현해보자.",16+(2/5)x=12+(1/2)x,4단계에서 세운 방정식의 해를 구해봅시다.,x=40,두 사람의 꽃의 개수가 같아지는 것은 꽃을 만들기 시작한 지 몇 분 후인가요?,40분,취미,전체를 '1'로 보는 문제,"10분에 x개를 만드는 능력은 "" x  ÷ 10 "" 으로 나타내보자"
6,F,유사문제1,"서연이와 민재는 종이를 접어 별을 만들기로 하였다. 서연이는 10분에 별 5개를, 민재는 12분에 별 4개를 만들 수 있다. 서연이와 민재가 각각 별 12개와 18개를 미리 만들어 와서 동시에 별을 만들기 시작하였다. 두 사람의 별의 개수가 같아지는 것은 별을 만들기 시작한 지 몇 분 후인지 구하시오.","구해야하는 것은 무엇인가요?
① 별 한 개를 만드는 데 걸린 시간
② 서연이가 만든 별의 개수
③ 민재가 만든 별의 개수
④ 두 사람의 별의 개수가 같아질 때까지 걸린 시간",두 사람의 별의 개수가 같아질 때까지 걸린 시간,④,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,두 사람의 별의 개수가 같아질 때까지 걸린 시간,"두 사람의 별 개수가 같아지는 데 걸린 시간이 x분이고, 서연이는 10분에 5개, 민재는 12분에 4개를 만들 때, “x분 동안 서연이가 만든 별의 개수”와 “x분 동안 민재가 만든 별의 개수”를 각각 x를 사용한 식으로 표현해보자. (답 2개)
① x분 동안 서연이가 만든 별의 개수
② x분 동안 민재가 만든 별의 개수","(1/2)x,(1/3)x","""서연이는 처음에 별 12개, 민재는 18개를 가지고 있다. x분 동안 서연이가 만든 별의 개수((1/2)x)와 민재가 만든 별의 개수((1/3)x)를 각각 더한 뒤 두 사람의 별의 개수가 같아진다."" 이를 방정식으로 표현해보자.",12+(1/2)x=18+(1/3)x,4단계에서 세운 방정식의 해를 구해봅시다.,x=36,두 사람의 별의 개수가 같아지는 것은 별을 만들기 시작한 지 몇 분 후인가요?,36분,취미,전체를 '1'로 보는 문제,"10분에 x개를 만드는 능력은 "" x  ÷ 10 "" 으로 나타내보자"
6,G,본문제,원가에 10%의 이익을 붙여 정가를 정한 상품이 팔리지 않아 정가에서 400원을 할인하여 팔았더니 1000원의 이익이 생겼다. 이 상품의 원가를 구하시오.,"구해야하는 것은 무엇인가요?
① 상품의 판매가
② 상품의 정가
③ 상품의 원가
④ 상품을 판매하고 얻은 이익",상품의 원가,③,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,상품의 원가,"""상품의 원가가 x원이고 원가에 10%의 이익을 붙여 정가를 정했을 때, 상품의 정가""를 x를 사용한 식으로 표현해보자.",1.1x,"""상품의 정가(1.1x)에서 400원을 할인한 판매가는 원가(x)에 1000원의 이익을 더한 금액과 같다."" 이를 방정식으로 표현해보자.",1.1x-400=x+1000,4단계에서 세운 방정식의 해를 구해봅시다.,x=14000,이 상품의 원가는 얼마인가요?,14000원,쇼핑,"정가, 원가, 판매가 관계","""정가 = 원가 + 이익"" 으로 계산한다"
6,G,유사문제1,원가에 20%의 이익을 붙여 정가를 정한 상품이 팔리지 않아 정가에서 500원을 할인하여 팔았더니 1500원의 이익이 생겼다. 이 상품의 원가를 구하시오.,"구해야하는 것은 무엇인가요?
① 상품을 판매하고 얻은 이익
② 상품의 판매가
③ 상품의 정가
④ 상품의 원가",상품의 원가,④,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,상품의 원가,"""상품의 원가가 x원이고 원가에 20%의 이익을 붙여 정가를 정했을 때, 상품의 정가""를 x를 사용한 식으로 표현해보자.",1.2x,"""상품의 정가(1.2x)에서 500원을 할인한 판매가는 원가(x)에 1500원의 이익을 더한 금액과 같다."" 이를 방정식으로 표현해보자.",1.2x-500=x+1500,4단계에서 세운 방정식의 해를 구해봅시다.,x=10000,이 상품의 원가는 얼마인가요?,10000원,쇼핑,"정가, 원가, 판매가 관계","""정가 = 원가 + 이익"" 으로 계산한다"
